Timestamp	Gender	Age	How extroverted are you?	How confident are you?	How individualistic are you?	How organized are you?	How dominant are you?	How impulsive are you?	How libidinous are you?	How ambitious are you?	How altruistic are you?	Sexual orientation	How courageous are you?	Which are most awesome?	Which are most awesome?	Who is most awesome?	Which is most awesome?	Which are most awesome?	Which are most awesome?	Which is most awesome?	Which are most awesome?	Who is most awesome?	Which is most awesome?	How detail oriented are you?	
11/2/2014 20:40:33	Female	25		5	4		4	3	5	3	2	Straight		Vampires	Wizards	Superman		Pirates	Witches		Elves	Robin Hood	Greek Mythology		
11/2/2014 23:12:23	Female	25		4	3		4	2	5	4	3	Straight		Werewolves	Wizards	Batman		Ninjas	Witches		Elves	Robin Hood	Greek Mythology		
11/3/2014 0:32:41	Female	25		4	2		3	3	2	4	4	Straight		Vampires	Wizards	Superman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Norse Mythology		
11/3/2014 7:24:50	Male	24		3	2		3	4	3	4	3	Straight		Werewolves	Knights	Superman		Pirates	Warrior Princesses		Elves	Sherlock Holmes	Greek Mythology		
11/3/2014 7:26:17	Male	42		3	4		4	2	3	3	4	Straight		Werewolves	Wizards	Batman		Cowboys	Witches		Dwarves	Sherlock Holmes	Norse Mythology		
11/3/2014 8:11:15	Male	60		1	5		1	4	1	2	3	Straight		Vampires	Wizards			Pirates	Warrior Princesses		Elves	Sherlock Holmes	Norse Mythology		
11/3/2014 11:45:40	Female	28		4	4		2	4	4	4	4	Straight		Vampires	Wizards	Superman		Ninjas	Nymphs		Elves	Sherlock Holmes	Norse Mythology		
11/3/2014 11:59:26	Female	26		4	4		3	3	4	4	3	Bisexual		Vampires	Wizards	Batman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Norse Mythology		
11/3/2014 12:30:10	Male	41		2	4		4	3	4	2	3	Straight		Vampires	Wizards	Batman		Ninjas	Witches		Elves	Sherlock Holmes	Greek Mythology		
11/3/2014 15:11:54	Female	28		2	2		3	3	1	2	4	Straight		Werewolves	Wizards	Batman		Ninjas	Warrior Princesses		Dwarves	Robin Hood	Celtic Mythology		
11/3/2014 15:47:00	Male	31		4	3		2	3	4	3	4	Straight		Werewolves	Wizards			Ninjas	Warrior Princesses		Dwarves	Robin Hood	Norse Mythology		
11/3/2014 17:30:53	Male	29		4	4		3	4	4	3	4	Straight		Werewolves	Wizards	Batman		Ninjas	Warrior Princesses		Dwarves	Sherlock Holmes	Norse Mythology		
11/4/2014 5:58:56	Male	27		3	2		2	2	4	5	4	Straight		Zombies	Rogues	Batman		Ninjas	Nymphs		Elves	Robin Hood	Celtic Mythology		
11/4/2014 16:23:41	Female	28		4	3		4	2	3	3	3	Straight		Vampires	Rogues	Batman		Ninjas	Nymphs		Elves	Sherlock Holmes	Greek Mythology		
11/4/2014 16:42:12	Male	28		3	2		4	3	5	1	5	Straight		Werewolves	Wizards	Batman		Ninjas	Warrior Princesses		Elves	Robin Hood	Norse Mythology		
11/4/2014 16:45:56	Male	50		5	5		3	3	3	3	5	Straight		Werewolves	Rogues	Batman		Pirates	Warrior Princesses		Elves	Robin Hood	Celtic Mythology		
11/4/2014 16:47:33	Female	35		3	3		3	1	3	3	4	Straight		Vampires	Wizards	Batman		Ninjas	Witches		Elves	Sherlock Holmes	Greek Mythology		
11/4/2014 16:55:04	Female	34		5	5		4	4	3	4	3	Straight		Vampires	Rogues	Batman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Greek Mythology		
11/4/2014 16:55:53	Other	44		4	5		3			3	4	Other		Werewolves	Rogues	Batman		Pirates	Witches		Elves	Robin Hood	Norse Mythology		
11/4/2014 17:00:22	Female	31		3	2		2	3	4	4	3	Bisexual		Vampires	Wizards	Batman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Norse Mythology		
11/4/2014 17:02:49	Male	61		5	5		3	3	4	5	3	Straight		Vampires	Wizards	Batman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Norse Mythology		
11/4/2014 17:37:23	Female	25		1	2		4	2	4	3	3	Bisexual		Vampires	Wizards	Batman		Pirates	Nymphs		Elves	Sherlock Holmes	Greek Mythology		
11/4/2014 17:39:40	Female	35		4	3		3	3	3	4	3	Straight		Vampires	Wizards	Superman		Cowboys	Witches		Elves	King Arthur	Celtic Mythology		
11/4/2014 18:30:01	Female	65		4	5		3	4	3	5	4	Straight		Werewolves	Wizards	Superman		Cowboys	Warrior Princesses		Elves	King Arthur	Greek Mythology		
11/4/2014 18:39:05	Female	26		2	2		4	3	5	3	4	Straight		Werewolves	Knights	Batman		Ninjas	Nymphs		Elves	Robin Hood	Norse Mythology		
11/4/2014 18:44:43	Male	39		3	4		2	5	4	1	5	Straight		Werewolves	Wizards	Superman		Ninjas	Nymphs		Elves	Robin Hood	Norse Mythology		
11/4/2014 18:44:58	Male	26		4	4		3	4	4	4	5	Straight		Vampires	Wizards	Batman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Greek Mythology		
11/4/2014 18:58:43	Female	38		4	2		4	4	4	3	4	Bisexual		Vampires	Rogues	Batman		Ninjas	Warrior Princesses		Elves	Robin Hood	Greek Mythology		
11/4/2014 19:31:26	Female	43		5	3		4	4	2	3	4	Straight		Vampires	Wizards	Batman		Ninjas	Warrior Princesses		Elves	Sherlock Holmes	Norse Mythology		
11/4/2014 19:32:12	Male	65		4	2		3	3	4	3	4	Straight		Vampires	Wizards	Superman		Pirates	Witches		Elves	Robin Hood	Greek Mythology		
11/4/2014 19:59:00	Female	18		4	5		4	4	3	4	5	Straight		Werewolves	Rogues	Batman		Ninjas	Nymphs		Elves	Sherlock Holmes	Greek Mythology		
11/5/2014 7:56:03	Male	30		4	5		4	5	3	5	3	Straight		Zombies	Wizards	Batman		Ninjas	Witches		Dwarves	Robin Hood	Greek Mythology		
11/5/2014 10:47:49	Male	51		4	5		3	4	2	3	2	Straight		Werewolves	Wizards	Superman		Ninjas	Warrior Princesses		Elves	King Arthur	Greek Mythology		
11/5/2014 11:48:59	Male	30		4	5		4	5	3	5	3	Straight		Zombies	Wizards	Batman		Ninjas	Witches		Dwarves	Robin Hood	Greek Mythology		
11/5/2014 12:14:32	Male	29		4	3		3	3	3	4	4	Straight		Werewolves	Rogues	Batman		Pirates	Nymphs		Dwarves	Sherlock Holmes	Greek Mythology		
11/5/2014 21:04:22	Male	40		4	5		4	4	4	4	3	Straight		Vampires	Wizards	Superman		Ninjas	Warrior Princesses		Elves	King Arthur	Norse Mythology		
11/6/2014 1:48:57	Male	26		2	1		3	4	3	5	5	Straight		Vampires	Wizards	Superman		Ninjas	Witches		Elves	Robin Hood	Greek Mythology		
11/6/2014 10:00:51	Female	27		4	4		3	4	4	3	3	Straight		Werewolves	Wizards	Superman		Ninjas	Witches		Elves	Sherlock Holmes	Greek Mythology		
11/6/2014 11:22:18	Male	24		4	2		3	4	5	4	4	Other		Vampires	Wizards	Superman		Pirates	Witches		Elves	Sherlock Holmes	Norse Mythology		
11/7/2014 0:59:23	Male	37		4	4		3	3	3	3	3	Straight		Werewolves	Wizards	Batman		Cowboys	Nymphs		Elves	Sherlock Holmes	Greek Mythology		
11/10/2014 11:18:56	Other	34		4	3		3	2	5	4	5	Other		Vampires	Wizards	Superman		Ninjas	Witches		Elves	Sherlock Holmes	Norse Mythology		
11/13/2014 17:17:25	Female	23		4	5		4	2	1	3	4	Straight		Werewolves	Wizards	Batman		Ninjas	Nymphs		Elves	King Arthur	Greek Mythology		
11/18/2014 19:17:00	Female	18		2	4		4	2	1	4	3	Straight		Vampires	Wizards	Superman		Ninjas	Nymphs		Elves	Sherlock Holmes	Greek Mythology		
12/2/2014 23:44:25	Female	25		2	3		2	3	1	4	3	Bisexual		Werewolves	Wizards	Batman		Ninjas	Nymphs		Elves	Sherlock Holmes	Celtic Mythology		
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
