"CSA_AA.Entire_Root_.Mexican_Pop._1." "CSA_AB.Entire_Root_.Mexican_Pop._2." "CSA_AC.Entire_Root_.Mexican_Pop._3." "CSA_AD.Entire_Petioles_.Mexican_Pop._1." "CSA_AF.Buds_.Mexican_Pop._1." "CSA_AG.Buds_.Mexican_Pop._3." "CSA_AH.Mature_Flower_.Mexican_Pop._1." "CSA_AI.Mature_Flower_.Mexican_Pop._2." "CSA_AJ.Mature_Flower_.Mexican_Pop._3." "CSA_AK.Young_Leaf_.Mexican_Pop._1." "CSA_AL.Young_Leaf_.Mexican_Pop._2." "CSA_AM.Young_Leaf_.Mexican_Pop._3." "CSA_AN.Mature_Leaf_.Mexican_Pop._2." "CSA_AO.Entire_Primary_Stem_.Mexican_Pop._3." "CSA_AP.Buds_.Mexican_Pop._2." "CSA_AQ.Mature_Leaf_.Mexican_Pop._1." "CSA_AR.Mature_Leaf_.Mexican_Pop._3."
"8208_iso_1_len_1593_ver_2" 23.6 21.85 21.7 18.44 18.87 11.97 18.9 14.88 15.71 13.71 13.54 16.12 16.53 16.98 15.2 12.64 11.7
"8209_iso_6_len_1423_ver_2" 38.44 40.98 41.71 43.64 38.66 22.32 32.25 31.18 30.56 29.57 28.85 28.24 33.1 47.69 42.29 36.5 39.1
"820_iso_1_len_1955_ver_2" 24.83 24.64 21.63 23.6 23.43 12.86 24.2 21.96 21 20.16 22.34 16.03 20.24 25.35 18.63 22.06 17.77
"8210_iso_1_len_2689_ver_2" 9.8 8.54 9.85 13 8.4 5.48 11.68 10.44 9.43 7.99 7.86 8.2 8.1 12.97 10.21 7.56 4.94
"8211_iso_8_len_1913_ver_2" 35.92 31.61 31 18.48 17.65 12.6 17.6 18.2 17.11 19.44 22.46 19.5 18.25 27.63 21.71 21.56 21.18
"8212_iso_2_len_4157_ver_2" 9.37 7.11 8.26 7.86 4.69 3.62 7.25 7.72 4.81 8.78 9.72 9.07 8.85 7.5 7.26 7.88 7.66
"8213_iso_1_len_1723_ver_2" 0 0 0 0 65.26 68.51 103.71 120.07 54.11 18.94 4.77 11.47 8.99 0 35.76 4.87 14.84
"8214_iso_6_len_4298_ver_2" 14.38 11.7 12.91 10.42 9 5.7 9.41 8.15 6.89 8.96 6.45 8.59 13.52 10.77 8.76 9.89 6.16
"8215_iso_1_len_1103_ver_2" 9.32 11.03 9.08 9.44 9.6 7.34 8.92 8.44 9.64 13.07 13.31 12.92 13.18 11.08 7.65 15.84 9.68
"8216_iso_1_len_5436_ver_2" 11.13 9.17 11.01 14.53 8.2 4.62 9.7 10.89 6.22 7.85 9.44 8.49 9.2 10.52 9.45 9.52 7.07
"8217_iso_6_len_1723_ver_2" 73.93 68.71 63.94 34.98 35.82 23.99 33.64 36.6 33.34 16.55 20.64 17.32 17.07 59.6 39.48 16.7 18
"8218_iso_8_len_4214_ver_2" 53 49.93 53.12 23.08 13.77 12.13 13.29 14 13.71 9.79 8.06 12.34 12.36 22.54 11.51 16.16 10.52
"8219_iso_1_len_539_ver_2" 7.98 9.8 5.1 8.74 58.89 40.11 29.31 29.29 50.79 5.5 39.9 9.21 7.56 11.87 70.12 35.53 48.9
"821_iso_17_len_5403_ver_2" 35.34 19.28 28.45 8.79 3.38 2.55 4.36 4.9 3.21 4.64 4.9 5.05 2.53 2.51 2.39 3.7 0.99
"8220_iso_5_len_1605_ver_2" 11.69 12.6 11.44 19.4 27.27 17.77 40.79 29.48 34.36 81.12 43.02 84.8 99.12 22.99 31.02 103.46 79.59
"8221_iso_5_len_2303_ver_2" 78.3 78.12 79.98 56.67 51.76 65.31 61.13 56.35 56.67 59.58 54.97 81.24 57.03 61.8 36.87 78.64 82.94
"8222_iso_1_len_1275_ver_2" 63.96 42.77 65.33 2.3 1.63 1.04 3.66 1.82 5.05 2.58 21.97 6.65 9.72 1.35 3.44 9.91 7.14
"8223_iso_2_len_1188_ver_2" 0 0 0 0.81 11.89 3.9 11.5 10.34 10.18 2.04 2.47 1.91 1.89 0 12.91 1.6 0
"8224_iso_3_len_952_ver_2" 12.1 16.88 8.67 35.07 36.66 27.75 29.63 23.33 59.04 143.6 128.63 185.97 143.45 50.73 33.39 238.92 230.34
"8225_iso_5_len_1921_ver_2" 3.52 3.55 2.77 5.66 6.8 4.91 8.94 8.71 5.87 5.26 6.53 5.03 5.27 5.23 5.63 8.04 7.12
"8226_iso_2_len_1910_ver_2" 34.71 31.45 30 26.4 31.36 24.76 39.94 37.92 25.18 42.27 26.92 37.37 14.09 27.86 22.07 12.87 39.35
"8227_iso_1_len_335_ver_2" 91.93 120.47 84.87 142.08 70.62 88.64 50.15 54.12 86.15 83.02 131.1 83.28 95.37 148.74 99.97 179.11 127.71
"8228_iso_1_len_1402_ver_2" 86.28 86.06 76.72 60.71 52.31 42.22 58.9 49.72 50.64 73.22 75.05 73.48 85.41 48.26 34.01 79.66 70.03
"8229_iso_1_len_1415_ver_2" 10.06 10.09 9.28 7.74 28.59 13.32 34.29 25.37 22.87 33.4 26.44 33.06 36.69 8.52 18.13 33.16 40.17
"822_iso_5_len_1779_ver_2" 25.59 25.71 27.47 39.91 33.37 26.83 41.38 38.17 34.24 65.8 49.05 69.36 78.22 30.58 25.83 70.35 49.03
"8231_iso_2_len_1085_ver_2" 0 0.96 0 1.07 63.8 31.09 115.05 53.98 132.39 476.43 184.96 417.42 648.35 2.26 37.24 464.53 270.74
"8232_iso_1_len_666_ver_2" 3.22 2.68 2.52 11.76 12.34 14.45 4.76 5.35 11.75 0 7.13 2.28 0 17.12 10.24 7.76 14.52
"8233_iso_1_len_606_ver_2" 6.04 6.83 6.89 23.1 7.76 9.45 7.05 2.46 12.6 5.89 18.24 7.71 6.49 22.24 12.6 18.44 25.93
"8234_iso_2_len_1541_ver_2" 0 0 0.55 1.01 4.78 2.22 4.72 3.49 4.85 15.75 11.33 14.96 9.42 0 4.46 13.38 16.99
"8235_iso_1_len_1910_ver_2" 3.14 3.78 2.99 11.57 14.31 11.18 17.31 18.33 16.31 17.68 16.05 21.11 13.97 16.17 14.58 19.72 28.78
"8236_iso_2_len_1155_ver_2" 20.85 24.34 18.67 56.26 53.44 36.84 38.85 36.12 43.6 29.44 42.73 39.44 26.49 38.41 48.26 36.64 53.58
"8237_iso_4_len_3438_ver_2" 40.74 39.99 32.77 47.12 26.91 21.5 33.21 33.57 31.03 30.17 33.16 31.67 28.97 48.6 33.08 32.28 32.69
"8238_iso_3_len_1255_ver_2" 9.16 7.95 7.58 13.38 16.01 8.32 10.69 11.7 12.98 6.07 11.26 8.88 7.06 21.8 15.6 8.03 9.35
"8239_iso_2_len_2164_ver_2" 34.45 32.68 31.97 41.89 12.74 9.97 19.45 17.95 13.37 19.68 16.7 24.68 27.27 33.4 14.56 20.5 10.77
"823_iso_3_len_647_ver_2" 108.43 106.13 110.23 111.01 170.83 94.02 170.55 180.23 116.26 102.17 71.56 103.73 119.17 177.35 146.83 74.55 71.53
"8240_iso_1_len_534_ver_2" 73.31 98.59 98.89 96.79 59.42 71.27 62.9 49.42 65.4 89.9 106.7 81.91 87.79 81.59 40.79 87.88 120.34
"8241_iso_3_len_1433_ver_2" 26.49 28.95 31.5 26.19 12.21 10.48 12.58 10.68 13.63 19.25 16.44 21.6 19.9 25.66 10.74 26.45 25.55
"8242_iso_1_len_1052_ver_2" 4.13 4.03 4.77 3.33 3.98 3.41 3.1 2.86 4.25 3.47 5.12 3.77 4.61 4.17 3 7.27 9.96
"8243_iso_1_len_1748_ver_2" 14.11 15.77 12.88 22.04 18.95 16.14 22.37 22.42 17.78 14.24 19.51 16.45 11.85 17.98 15.32 15.11 18.8
"8244_iso_2_len_1923_ver_2" 55.17 57.43 59.46 32.33 25.18 22.95 25.85 20.34 23.88 35.29 23.85 37.52 35.15 46.6 30.32 38.54 37.39
"8245_iso_3_len_969_ver_2" 50.86 41.01 38.6 25.95 6.02 3.58 4.7 4.77 4.74 5.4 9.13 6.56 8.52 17.74 2.74 7.22 3.93
"8246_iso_1_len_2400_ver_2" 34.94 33.69 32.63 25.84 27.62 21.37 49.21 38.48 30.17 101.54 55.92 97.53 183.08 21.72 29.63 131.88 56.82
"8247_iso_3_len_1016_ver_2" 43.94 56.46 53.49 89.35 63.6 49.69 41.02 30.65 67.72 65.37 128.73 72.44 78.69 61.69 44.82 123.76 145.33
"8248_iso_4_len_2292_ver_2" 71.99 62.78 62.91 21.4 19.98 25.64 26.49 22.01 24.49 38.47 29.93 45.79 39.61 37.2 19.42 56.62 60.2
"8249_iso_3_len_2824_ver_2" 43.18 43.11 42.46 42.21 26.85 25.08 51.16 45.96 30.07 57.99 35.44 60.95 63.29 39.96 41.5 40.42 39.27
"824_iso_1_len_841_ver_2" 0 0 0 2.63 74.12 134.54 89.44 42.26 100.06 61.65 73.46 60.85 43.84 3.8 48.88 31.41 52.35
"8250_iso_1_len_3847_ver_2" 9.03 9.94 10.26 8.95 9.63 7.35 15.34 14.44 9.53 8.57 7.4 8.48 8.33 11.49 14.09 7.76 5.29
"8251_iso_9_len_2714_ver_2" 18.61 17.62 18.85 18.38 17.57 17.62 26.45 29.52 18.86 28.14 15.84 30.67 22.25 17.05 19.82 15.88 21.66
"8252_iso_8_len_6099_ver_2" 41.45 35.09 40.24 14.23 8.51 9.37 11.08 8.72 7.64 9.14 7.72 12.02 11.23 16.5 8.34 14.2 11.9
"8253_iso_4_len_1999_ver_2" 12.14 13.12 12.2 13.55 16.78 13.81 15.63 16.49 12.8 6.43 12.07 7.57 8.22 18.68 18.09 8 7.49
"8254_iso_1_len_1614_ver_2" 48.24 52.59 47.04 63.32 36.73 23.77 39.21 44.83 35.85 32.61 38.12 32.54 29.79 69.55 31.61 30.97 43.89
"8255_iso_2_len_1501_ver_2" 13.72 13.45 12.61 15.93 27.65 15.87 24.29 22.22 21.84 22.15 21.17 19.42 19.06 13.46 17.9 19.36 15.49
"8256_iso_1_len_1285_ver_2" 0.76 0.52 0 2.55 4.81 0 2.81 3.3 4.52 2.69 23.31 5.52 5.85 1.64 11.23 7.91 7.33
"8257_iso_1_len_306_ver_2" 87.68 97.2 76.95 197.94 130.99 76.15 79.78 88.77 145.07 80.46 119.43 107.19 110.8 306.41 159.84 109.51 147.09
"8258_iso_1_len_2300_ver_2" 2.75 2.21 2.21 2.34 3.27 2.33 4.34 3.65 3.67 3.34 1.88 4.57 2.12 2.23 1.67 2.29 1.55
"8259_iso_5_len_3668_ver_2" 39.34 37.63 40.15 53.11 33.84 28.85 43.68 50.44 33.52 31.27 23.69 33.33 23.29 66.45 44.5 31.18 26.98
"825_iso_1_len_1510_ver_2" 34.61 39.97 40.68 6.49 114.94 46.86 69.96 73.7 61.78 0 3.86 16.37 0.89 10.65 140.95 0.7 13.7
"8260_iso_1_len_1164_ver_2" 17.39 17.63 18.52 17.92 16.51 19.24 15.64 17.21 17.36 19.82 15.11 22.92 22.32 14.3 22.8 18.75 27.19
"8261_iso_1_len_1063_ver_2" 251.33 234.85 228.4 56.06 21.2 11.88 23.73 23.65 16.27 19.47 55.07 20.32 71.42 135.63 13.53 58.25 29.76
"8262_iso_1_len_420_ver_2" 0 2.02 1.96 25.97 406.05 845.19 217.09 211.74 683.41 134.77 84.16 68.08 82.04 15.72 499.9 148.35 252.07
"8263_iso_3_len_1418_ver_2" 15.76 16.56 17.15 11.32 8.34 8.92 11.87 11.13 10.41 14.6 14.05 17.46 16.88 17.12 13.41 19.45 21.89
"8264_iso_2_len_1936_ver_2" 4.42 4.96 4.74 9.7 47.27 24.69 47.84 36.8 40.91 71.7 100.36 60.36 88.01 12.49 12.52 100.82 84.14
"8265_iso_3_len_459_ver_2" 1.91 14.25 8.03 1120.29 411.52 129.55 182.51 178.17 168.74 36.05 143.94 53.03 77.34 1397.67 135.06 53.98 52.72
"8266_iso_5_len_509_ver_2" 133.37 131.2 120.86 247.66 164.15 131.9 132.12 123.42 153.08 101.37 101.83 119.94 103.22 325.37 104.9 107.89 122.64
"8267_iso_1_len_2874_ver_2" 12.17 11.53 12.1 19.12 5.32 3.35 10.46 8.44 6.05 7.41 11.35 9.32 18.96 8.73 4.13 19.51 4.96
"8269_iso_4_len_1758_ver_2" 21.46 21.57 21.6 21.29 27.59 17.31 33.64 27.19 29.51 57.32 43.87 64.14 63.15 29.98 25.86 62.14 58.73
"826_iso_1_len_1198_ver_2" 22.29 23.89 18.96 38.04 35.27 22.66 26.45 21.55 32.85 19.53 29.13 19.69 25.05 46.1 32.95 38.23 32.45
"8270_iso_1_len_2568_ver_2" 15.56 16.42 17.45 22.69 18.5 9.75 27.37 27.77 14.61 4.85 10.2 7.42 8.53 14.92 15.33 5.84 5.47
"8271_iso_4_len_1100_ver_2" 52.76 59.38 70.36 63.46 58.33 42.24 71.04 55.17 42.21 76.12 45.38 68.74 83.28 61.52 44.68 43.65 43.14
"8272_iso_1_len_2087_ver_2" 11.75 11.89 10.86 10.64 11.63 7.71 12.25 11.71 10.53 14.84 13.86 13.59 17.5 10.97 10.77 19.47 15.69
"8273_iso_1_len_1693_ver_2" 44.88 42.78 50.19 17.53 19.04 23.96 25.19 20.78 19.78 43.13 30.87 49.83 54.24 23.66 23.26 35.24 39.87
"8274_iso_3_len_1431_ver_2" 110.53 124.83 110.58 99.18 37.87 28.73 43.03 38.94 32.45 40.37 25.63 43.8 57.06 89.54 34.27 38.14 35.97
"8275_iso_1_len_2140_ver_2" 13.87 17.81 15.74 24.02 24.84 18.63 33.8 33.63 23.68 41.17 25.9 37.25 41.38 24.96 21.22 36.33 29.74
"8276_iso_1_len_949_ver_2" 0 0 0 0 3.56 1.55 2.56 1.75 2.79 8.28 8.81 5.56 13.49 0 4.27 12.03 7.46
"8277_iso_1_len_2372_ver_2" 15.27 14.12 13.36 31.46 8.15 4.84 10.25 9.24 7.3 11.59 11.26 14.65 15.13 41.46 7.16 10.84 9.9
"8278_iso_4_len_1081_ver_2" 130.72 135.84 142.19 22.95 16.5 10.81 14.7 9.96 18.53 32.16 36.69 32.79 16.37 60.82 14.58 10.96 26.7
"8279_iso_1_len_2446_ver_2" 8.23 7.15 7.11 11.28 13.71 7.47 14.68 18.38 12.18 8.24 9.14 9.82 7.92 10.18 14.78 8.55 10.88
"827_iso_1_len_1304_ver_2" 9.44 8.77 7.11 17.04 5.75 3.44 4.68 4.44 4.54 2.25 8.4 3.7 4.81 11.57 4.71 3.57 5.04
"8280_iso_1_len_2132_ver_2" 32.65 29.61 30.76 31.86 4.38 9.99 10.97 10.34 6.87 32.5 32.32 26.7 45.02 24.01 3.78 64.77 38.95
"8281_iso_1_len_2052_ver_2" 2.22 1.84 1.95 10.43 4.45 5.86 7.23 4.75 7.47 19.02 15.39 20.82 23.81 7.21 5.99 27.78 24.32
"8282_iso_1_len_1276_ver_2" 9 6.76 7.14 19.24 19.71 15.23 18.71 18.23 16.6 8.68 12.98 10.35 10.29 19.01 33.83 12.44 12.46
"8283_iso_1_len_1246_ver_2" 0.89 0 0.88 3.89 2.93 1.38 5.99 4.5 4.02 22.78 15.65 13.37 9.1 0.72 2.82 7.25 11.27
"8285_iso_1_len_956_ver_2" 5.88 6.14 6.25 8.64 20.98 14.79 18.77 16 23.2 39.08 33.69 39.63 43.23 10.23 21.06 52.37 45.71
"8286_iso_1_len_2348_ver_2" 64.62 58.7 69.58 26.77 12.2 12.68 20.18 15.35 15.04 35.72 24.9 47.75 37.66 37.69 15.99 29.14 33.01
"8287_iso_3_len_1187_ver_2" 19.63 17.4 16.77 31.49 37.58 50.1 60.85 22.65 54.6 74.47 41.54 50.83 76.05 16.74 30.4 56.24 56.26
"8288_iso_3_len_844_ver_2" 127.15 159.58 152.24 12.54 15.72 172.96 57.2 8.93 90.72 98.31 60.3 165.42 239.01 9.84 8.59 283.63 160.95
"8289_iso_5_len_1912_ver_2" 58.27 42.16 61.99 56.67 47.09 34.46 86.12 97.35 39.01 66.07 71.72 58.73 41.51 50.02 73.61 19.95 11.36
"828_iso_3_len_2373_ver_2" 65.27 68.87 71.17 60.18 36.21 37.7 37.44 32.54 31.35 26.79 23.87 32.86 30.93 60.51 27.93 29.24 31.22
"8290_iso_1_len_421_ver_2" 37.12 32.48 38.02 28.99 30.35 19.28 36.18 29.86 32.22 23.49 21.44 25.28 25.96 23.24 14.2 22.71 12.41
"8291_iso_3_len_1098_ver_2" 54.45 64.02 52.25 66.45 52.6 38.81 34.93 30.99 51.77 37.18 53.26 37.77 43.51 74.76 43.04 71.29 70.19
"8292_iso_3_len_1019_ver_2" 16.65 21.16 21.25 27.5 21.84 15.67 23.3 19.46 18.45 13.16 22.39 13.83 16.52 32.88 23.43 17.47 16.14
"8293_iso_3_len_2656_ver_2" 11.91 11.77 11.25 14.51 11.03 9.71 12.72 12.29 10.53 11.69 10.31 10.61 8.25 15.53 12.95 11.01 10.05
"8294_iso_1_len_289_ver_2" 98.58 95.76 47.88 46.34 8.9 12.11 11.21 7.74 60.85 61.4 20.46 34.98 75.37 112.67 17.24 84.53 76.56
"8295_iso_1_len_831_ver_2" 13.35 18.3 11.32 30.65 38.64 23.24 20.88 19.57 37.13 16.69 34.21 23.23 19.18 44.58 46.28 33.43 36.95
"8296_iso_2_len_2120_ver_2" 127.8 154.26 136.38 118.84 31.36 40.81 21.4 17.03 39.57 42.61 55.49 38.83 78.53 165.16 18 141.09 69.16
"8298_iso_1_len_2457_ver_2" 3.41 3.68 3.1 16.85 8.8 5.2 9.89 9.81 7.23 5.84 6.17 6.53 7.17 11.04 6.91 6.95 5.59
"8299_iso_1_len_518_ver_2" 3.19 3.01 4.54 8.23 4.28 0 8.17 9.31 6.41 5.22 0 8.22 11.77 12.61 3.91 2.39 0
"829_iso_7_len_1427_ver_2" 85.31 84.01 93.15 90.55 106.85 64.83 142.37 145.27 87.76 117.35 58.21 141.49 118.44 88.38 110.47 75.97 72.15
"82_iso_4_len_476_ver_2" 59.94 75.43 64.86 91.92 151.4 93.14 124.9 102.02 134.91 255.96 178.1 258.87 283.36 121.57 152.25 417.11 272.03
"8300_iso_1_len_462_ver_2" 0 2.51 1.95 6.36 0 0 0 0 0 0 0 0 0 3.59 0 0 0
"8301_iso_3_len_2350_ver_2" 2.43 1.1 0.88 0.75 2.26 1.28 2.06 2.31 2.54 2.47 3.28 3.48 1.18 0 1.16 1.96 1.7
"8302_iso_1_len_1793_ver_2" 0.81 0.7 0.86 3.59 7.35 4.61 13.05 7.05 13.8 42.3 19.95 41.82 47.61 4.9 9.03 65.21 37.54
"8303_iso_3_len_3985_ver_2" 12.93 11.78 11.88 17.73 9.12 7 13.3 14.31 10.18 10.74 14.4 12.06 10.97 14.41 11.59 12.69 9.56
"8304_iso_1_len_2652_ver_2" 18.92 14.95 17.35 24.93 13.57 10.91 18.82 17.19 10.84 9.77 11.23 11.91 11.01 24.16 19.45 9.96 9.41
"8305_iso_4_len_1230_ver_2" 51.33 52.05 45.53 79.93 50.84 38.94 46.65 42.42 35.77 22.24 40.44 29.59 27.3 59.84 23.69 25.76 34.34
"8306_iso_1_len_3301_ver_2" 23.58 21.03 19.92 27.07 10.82 6.65 14.38 12.85 8.38 14.07 14.88 17.91 13 25.71 12.45 7.45 9.73
"8307_iso_1_len_1253_ver_2" 15.67 15.01 13.5 14.32 8.26 7.18 7.16 6.63 8.27 4.56 7.2 6.37 3.85 11.64 7.01 5.46 9.45
"8309_iso_3_len_2483_ver_2" 25.73 24.84 27.65 35.73 25.91 19.59 34.19 34.79 27.74 26.47 28.47 29.61 31.57 34.69 30.67 23.12 21.22
"830_iso_3_len_1404_ver_2" 25.67 23.01 23.97 22.29 32.13 29.58 43.61 32.71 50.65 104.09 67.33 95.35 108.4 27.64 27.37 127.35 84.57
"8310_iso_3_len_1993_ver_2" 28.91 30.81 30.27 51.24 55.27 27.45 51.87 58.41 37.46 35.66 34.86 34.42 32.44 43.85 41.02 32.91 44
"8311_iso_1_len_1281_ver_2" 7.61 7.36 5.23 13.2 17.65 7.32 14.11 15.37 15.55 3.11 7.61 3.92 5.25 15.6 28.79 4.82 2.99
"8312_iso_1_len_1564_ver_2" 0 0 0 2.47 54.77 84.84 32.63 48.63 59.48 13.64 8.99 12.6 5.35 0.76 54.52 16.26 23.29
"8313_iso_4_len_1206_ver_2" 152.8 144.19 133.56 3.74 2.86 8.56 10.13 3.77 9.08 9.91 6.47 11.54 26.46 5.36 2.4 26.36 12.65
"8314_iso_4_len_2485_ver_2" 9.59 8.56 7.52 23.81 43.89 26.82 40.89 34.88 52.5 70.27 60.46 71.96 101.98 35.05 45.79 128.02 67.6
"8315_iso_1_len_988_ver_2" 3.48 4.44 3.9 1.95 15.52 5.8 16.52 10.04 8.6 6.53 9.69 11.96 19.8 1.46 11.78 21.91 13.98
"8316_iso_1_len_1742_ver_2" 22.97 23.07 21.4 33.89 23.11 17.25 19.36 17.71 20.77 18.73 28.32 25.66 23.02 30.48 21.59 31.85 30.11
"8318_iso_3_len_526_ver_2" 179.3 217.33 165.7 547.01 110.53 76.61 44.63 33.99 92.25 53.04 182.41 70.18 52.6 671.28 112.07 131.8 170.66
"8319_iso_1_len_1476_ver_2" 5.26 5.64 5.57 3.45 4.31 2.32 5.34 5.28 4 6.77 4.6 7.18 14.08 2.43 6.52 6.74 1.78
"831_iso_5_len_2341_ver_2" 60.18 51.82 69.72 57.75 47.92 39.76 89.52 88.57 43.62 67.28 37.72 70.01 67.4 38.85 51.08 21.17 18.78
"8320_iso_2_len_787_ver_2" 24.77 18.67 22.18 2.84 39.98 22.55 31.25 31.75 27.53 7.6 12.28 8.02 6.31 17.61 43.3 5.96 13.46
"8321_iso_1_len_1019_ver_2" 5.57 7.01 5.7 36.06 11.32 11.88 7.07 7.63 12.72 3.59 15.17 4.97 6.1 28.72 2.36 8.73 9.1
"8322_iso_2_len_1792_ver_2" 7.28 6.37 6.13 6.91 9.04 5.71 9.26 11.06 8.83 4.41 9.04 5.78 7.39 6.03 16.05 12.37 8.98
"8323_iso_1_len_2517_ver_2" 7.86 7.92 7.79 8.5 6.96 4.77 8.21 6.81 6.43 5.7 8.21 5.83 6.11 8.13 7.28 7.6 6.62
"8324_iso_2_len_1121_ver_2" 2.31 2.16 1.67 7.63 7.81 4.5 4.05 4.23 8.57 0 4.58 2.82 0 3.16 2.7 4.51 5.4
"8325_iso_1_len_1586_ver_2" 0 0 0 0 55.58 0 12.99 0 8.28 0 0 0 0 0 35.33 0 0
"8326_iso_5_len_5135_ver_2" 11.41 11.46 12.32 18.31 11.42 8.07 17.15 15.58 11.71 13.17 11.06 15.91 11.69 15.34 12.67 11.53 13.43
"8327_iso_7_len_2430_ver_2" 19.2 17.12 16.59 20.25 22.53 16.97 23.41 23.84 22.2 25.86 27.51 29.98 33.09 17.51 17.43 37.3 25.87
"8328_iso_1_len_642_ver_2" 6.02 6.53 5.74 14.41 9.74 8.89 4.82 4.33 11.49 3.6 12.09 3 0 22.85 10.04 7.15 12.28
"8329_iso_4_len_2313_ver_2" 47.27 49.42 45.85 76.65 43.63 32.46 51.08 56.29 43.5 25.6 31.73 22.22 32.39 86.55 67.87 34.12 18.54
"832_iso_3_len_2255_ver_2" 97.35 94.85 95.37 20.65 26.26 18.82 36.94 33.46 21.81 15.08 11.1 15.76 23.21 22.35 22.87 23.57 18.49
"8330_iso_2_len_2065_ver_2" 6.71 6.73 6.24 16.25 14.34 12.98 20.65 18.92 16.81 34.23 24.63 37.87 23.6 15.77 14.91 21.27 34.2
"8331_iso_1_len_2628_ver_2" 31.81 34.54 32.45 72.5 35.35 21.97 28.86 27.38 28.07 17.91 28.7 23.07 20.08 56.68 36.72 23.75 23.4
"8332_iso_2_len_1230_ver_2" 3.74 3.27 3.11 11.32 3.05 4.3 2.57 2.28 3.06 9.43 13.68 5.93 2.92 1.53 4.39 7.35 6.51
"8333_iso_3_len_1397_ver_2" 8.55 7.36 5.84 15.39 51.2 32.47 86.87 47.42 86.12 194.79 134.48 216.8 260.05 15.61 34.05 248.47 190.99
"8334_iso_1_len_562_ver_2" 4.36 3.58 2.73 2.26 16.82 16.32 10.83 5.52 12.6 0 0 5.81 5.79 0 13.42 13.14 7.48
"8335_iso_1_len_4113_ver_2" 8.87 7.79 10.02 8.33 14.06 10.38 21.89 21.72 13.4 17 11.39 17.45 12.61 8.28 15.54 11.25 11.38
"8336_iso_1_len_431_ver_2" 113.49 118.1 121.3 16.55 43.51 37.26 44.88 21.53 35.18 64.46 37.03 59.91 30.26 7 33.84 14.68 52.94
"8337_iso_1_len_2254_ver_2" 20.36 17.48 18.79 15.55 26.94 17.96 29.76 25.98 23.02 20.55 16.88 20.82 19.92 14.23 30.97 24.13 13.46
"8338_iso_1_len_1197_ver_2" 16.6 20.61 15.98 30.94 32.08 30.53 17.78 15.83 27.35 17.81 36.49 22.93 20.28 38.66 28.98 38.42 47.34
"8339_iso_2_len_3196_ver_2" 15.13 13.94 14.87 16.42 10.89 6.22 12.06 12.24 8.76 7.77 7.12 8.8 7.94 13.48 12.82 10.47 8.5
"833_iso_3_len_2366_ver_2" 104.16 103.26 119.68 122.41 99.67 53.4 153.92 159.37 75.62 116.23 64.57 118.94 103.58 122.8 160.46 47.6 40.21
"8340_iso_3_len_1298_ver_2" 19.43 18.86 14.52 37.18 23.74 11.5 9.86 11 15.78 6.13 16.32 5.99 4.66 45.58 15.46 14.71 23.3
"8341_iso_7_len_4358_ver_2" 39.76 39.35 42.34 30.41 14.87 16.69 18.31 15.3 16.07 13.47 15.74 21.08 20.73 38.72 14.94 27.35 29.19
"8342_iso_1_len_1284_ver_2" 22.82 28.97 26.09 39.41 10.34 10.6 9.03 6.09 11.08 11.58 13.28 17.95 19.22 56.03 11.53 17.91 18.86
"8343_iso_3_len_1206_ver_2" 44.8 54.06 47.24 131.3 73.77 68.82 70 70.46 63.17 45.68 79.11 48.77 79.1 103.3 43.66 78.22 41.97
"8344_iso_5_len_1452_ver_2" 16.79 17.46 16.06 22.48 27.16 18.65 21.77 17.45 21.54 13.87 21.03 15.12 14.06 30.52 16.51 21.1 22.08
"8345_iso_4_len_3245_ver_2" 7.41 4.73 6.52 7.11 10.36 6.37 13.75 13.69 8.66 4.09 6.13 6.33 6.19 5.87 10.23 4.72 3.49
"8346_iso_1_len_1421_ver_2" 12.41 14.88 13.4 17.42 17.29 11.22 19.45 15.78 17.02 45.03 44.45 61.47 59.36 15.02 13.56 48.29 49.31
"8347_iso_2_len_1684_ver_2" 40.86 36.66 33.28 37.42 18.96 14.19 26.44 27.05 20.82 18.16 15.95 18.54 20.05 37.35 18.73 14.8 14.68
"8348_iso_1_len_1086_ver_2" 0.84 0.74 0.79 2.97 4.03 2.57 4.88 3.84 4.74 0 4.28 1.46 1.76 0 3.48 1.85 3.04
"834_iso_7_len_4065_ver_2" 58.83 56.77 59.83 75.84 79.94 57.6 98.9 103.2 73.25 74.01 84.7 73.47 59.95 79.78 86.89 59.37 48.06
"8350_iso_3_len_516_ver_2" 135.23 189.55 130.75 255.22 227.3 182.29 121.53 115.19 179.14 128.89 274.99 105.66 139.32 215.54 156.08 284.81 235.51
"8352_iso_1_len_809_ver_2" 61.55 50.33 58.61 44.54 53.74 42.16 102.92 95.52 56.21 74.94 76.49 84.77 81.44 43.02 66.19 44.16 24.92
"8353_iso_4_len_2493_ver_2" 14.52 12.95 12.86 17.04 10.48 7.53 12.55 11.69 11.4 11.37 15.81 11.97 9.9 14.42 9.44 19.04 17.09
"8354_iso_1_len_2189_ver_2" 4.94 3.96 4.22 11.18 4.35 2.15 3.98 3.01 3.34 3.36 6.82 4.98 5.98 9.5 4.19 4.89 3.27
"8355_iso_1_len_445_ver_2" 50.91 64.29 50.63 78.07 32.89 27.85 28.26 25.71 31.94 31.11 52.76 33.25 26.42 73.88 35.8 75.82 88.49
